40.705532,-74.013574,209,manhattan
40.705614,-74.013514,210,manhattan
40.705452,-74.013636,211,manhattan
40.705696,-74.013444,214,manhattan
40.705367,-74.013707,213,manhattan
40.705772,-74.013379,213,manhattan
40.705288,-74.013775,213,manhattan
40.70585,-74.013314,213,manhattan
40.705207,-74.013842,212,manhattan
40.705889,-74.013279,213,manhattan
40.705884,-74.013366,269,manhattan
40.705123,-74.013908,210,manhattan
40.705967,-74.013212,213,manhattan
40.705927,-74.013482,300,manhattan
40.705035,-74.013968,205,manhattan
40.706044,-74.013146,213,manhattan
40.705972,-74.013595,295,manhattan
40.704921,-74.014032,203,manhattan
40.706082,-74.013113,213,manhattan
40.706012,-74.013714,295,manhattan
40.704886,-74.014054,205,manhattan
40.706057,-74.013121,208,manhattan
40.70619,-74.013019,213,manhattan
40.70605,-74.013826,295,manhattan
40.704821,-74.014094,205,manhattan
40.705973,-74.013173,201,manhattan
40.706233,-74.012984,212,manhattan
40.706087,-74.01394,294,manhattan
40.704767,-74.014128,205,manhattan
40.705879,-74.013214,199,manhattan
40.706316,-74.012915,212,manhattan
40.706107,-74.013998,297,manhattan
40.704683,-74.014212,234,manhattan
40.705788,-74.013258,202,manhattan
40.706398,-74.012849,211,manhattan
40.70613,-74.014057,297,manhattan
40.704491,-74.014273,346,manhattan
40.705745,-74.013281,202,manhattan
40.706481,-74.012784,211,manhattan
40.706168,-74.014168,294,manhattan
40.704425,-74.014257,3,manhattan
40.704552,-74.014303,336,manhattan
40.705659,-74.013323,199,manhattan
40.706565,-74.012718,212,manhattan
40.706217,-74.01425,322,manhattan
40.704495,-74.014342,145,manhattan
40.704334,-74.014267,6,manhattan
40.704658,-74.014437,298,manhattan
40.705571,-74.013356,192,manhattan
40.706652,-74.012646,213,manhattan
40.706239,-74.014329,42,manhattan
40.704564,-74.014446,113,manhattan
40.704226,-74.014285,7,manhattan
40.704699,-74.014575,290,manhattan
40.705481,-74.013372,184,manhattan
40.706739,-74.012572,213,manhattan
40.70611,-74.014434,17,manhattan
40.706266,-74.014258,5,manhattan
40.704603,-74.014574,110,manhattan
40.704185,-74.014293,7,manhattan
40.704739,-74.01472,288,manhattan
40.705388,-74.013377,181,manhattan
40.706782,-74.012536,212,manhattan
40.706066,-74.014451,16,manhattan
40.706336,-74.014164,57,manhattan
40.704637,-74.01469,109,manhattan
40.704103,-74.014308,8,manhattan
40.704772,-74.014858,286,manhattan
40.705297,-74.013371,174,manhattan
40.706436,-74.01222,112,manhattan
40.706773,-74.012522,210,manhattan
40.705972,-74.014487,17,manhattan
40.706396,-74.014058,49,manhattan
40.70467,-74.014819,105,manhattan
40.704013,-74.014325,8,manhattan
40.7048,-74.014991,286,manhattan
40.705216,-74.013361,174,manhattan
40.706414,-74.012115,274,manhattan
40.706825,-74.012499,212,manhattan
40.705924,-74.014506,18,manhattan
40.70643,-74.014011,46,manhattan
40.704702,-74.01499,103,manhattan
40.70392,-74.014344,8,manhattan
40.704814,-74.015059,286,manhattan
40.705131,-74.013351,173,manhattan
40.706387,-74.011978,288,manhattan
40.706905,-74.012434,212,manhattan
40.705834,-74.014545,18,manhattan
40.7065,-74.013919,45,manhattan
40.704717,-74.015066,102,manhattan
40.704827,-74.014977,36,manhattan
40.703824,-74.014363,7,manhattan
40.704841,-74.01519,285,manhattan
40.705045,-74.013339,175,manhattan
40.706363,-74.011872,293,manhattan
40.70689,-74.01243,210,manhattan
40.705744,-74.014585,17,manhattan
40.706583,-74.01382,39,manhattan
40.70474,-74.015203,101,manhattan
40.704876,-74.014941,25,manhattan
40.703713,-74.014382,7,manhattan
40.704865,-74.015315,284,manhattan
40.705004,-74.013254,254,manhattan
40.704982,-74.013301,230,manhattan
40.706303,-74.011747,197,manhattan
40.706282,-74.011651,285,manhattan
40.706987,-74.012365,212,manhattan
40.705655,-74.014621,17,manhattan
40.706661,-74.013751,35,manhattan
40.70476,-74.015317,102,manhattan
40.704909,-74.014921,6,manhattan
40.703643,-74.014396,8,manhattan
40.704885,-74.015437,281,manhattan
40.705013,-74.013124,274,manhattan
40.704856,-74.013334,183,manhattan
40.706228,-74.01177,192,manhattan
40.706258,-74.01155,282,manhattan
40.707045,-74.012305,211,manhattan
40.705565,-74.01466,17,manhattan
40.706736,-74.01369,31,manhattan
40.704767,-74.015362,101,manhattan
40.705015,-74.014875,18,manhattan
40.703582,-74.014409,9,manhattan
40.704899,-74.015557,278,manhattan
40.705007,-74.01301,273,manhattan
40.704755,-74.013321,169,manhattan
40.706141,-74.011794,184,manhattan
40.706228,-74.011441,284,manhattan
40.707077,-74.012291,212,manhattan
40.705471,-74.014698,16,manhattan
40.706773,-74.013663,29,manhattan
40.704791,-74.015523,98,manhattan
40.705105,-74.014839,16,manhattan
40.703615,-74.014398,127,manhattan
40.703497,-74.014427,8,manhattan
40.704908,-74.015679,274,manhattan
40.705001,-74.012879,273,manhattan
40.704656,-74.0133,172,manhattan
40.706059,-74.011815,188,manhattan
40.706193,-74.011317,289,manhattan
40.707127,-74.012237,211,manhattan
40.705378,-74.014733,16,manhattan
40.706813,-74.013635,29,manhattan
40.704802,-74.015638,94,manhattan
40.705194,-74.014805,16,manhattan
40.703613,-74.01428,83,manhattan
40.703409,-74.014442,3,manhattan
40.70489,-74.015677,175,manhattan
40.704911,-74.015739,273,manhattan
40.70503,-74.015666,210,manhattan
40.704994,-74.012753,274,manhattan
40.704555,-74.013287,172,manhattan
40.705972,-74.011833,186,manhattan
40.706164,-74.011187,282,manhattan
40.707164,-74.012221,212,manhattan
40.705286,-74.014769,16,manhattan
40.706854,-74.013605,28,manhattan
40.704805,-74.0157,92,manhattan
40.704848,-74.015652,144,manhattan
40.703619,-74.014128,87,manhattan
40.703294,-74.014447,357,manhattan
40.704915,-74.015858,273,manhattan
40.705126,-74.015613,199,manhattan
40.70499,-74.012691,274,manhattan
40.704505,-74.013282,175,manhattan
40.705882,-74.011853,192,manhattan
40.70615,-74.011091,77,manhattan
40.707242,-74.012157,212,manhattan
40.706849,-74.013642,46,manhattan
40.706893,-74.013577,28,manhattan
40.704807,-74.015765,90,manhattan
40.703618,-74.014004,91,manhattan
40.703198,-74.014434,351,manhattan
40.704916,-74.015922,273,manhattan
40.705203,-74.015578,197,manhattan
40.704986,-74.012594,268,manhattan
40.704377,-74.013271,173,manhattan
40.705792,-74.01187,190,manhattan
40.70624,-74.011033,11,manhattan
40.706154,-74.011073,50,manhattan
40.706148,-74.011036,104,manhattan
40.707394,-74.012013,183,manhattan
40.7068,-74.013741,67,manhattan
40.70695,-74.013645,92,manhattan
40.706966,-74.013574,64,manhattan
40.704807,-74.015832,88,manhattan
40.703608,-74.013858,94,manhattan
40.703186,-74.014375,296,manhattan
40.703152,-74.014424,349,manhattan
40.704917,-74.016114,269,manhattan
40.705293,-74.015543,195,manhattan
40.704985,-74.012449,270,manhattan
40.704287,-74.013251,168,manhattan
40.705713,-74.011886,190,manhattan
40.706339,-74.010994,14,manhattan
40.706103,-74.011104,14,manhattan
40.706124,-74.010925,106,manhattan
40.707486,-74.012121,116,manhattan
40.707522,-74.011924,212,manhattan
40.706769,-74.013853,69,manhattan
40.706979,-74.01377,115,manhattan
40.707003,-74.013524,40,manhattan
40.706992,-74.013617,322,manhattan
40.704805,-74.015899,86,manhattan
40.703602,-74.013737,91,manhattan
40.703163,-74.01427,278,manhattan
40.70306,-74.014397,345,manhattan
40.704916,-74.016163,268,manhattan
40.705388,-74.015512,195,manhattan
40.704985,-74.012325,270,manhattan
40.704208,-74.013234,171,manhattan
40.705635,-74.011903,189,manhattan
40.706434,-74.01096,16,manhattan
40.706048,-74.011129,0,manhattan
40.706102,-74.01081,102,manhattan
40.70752,-74.012235,107,manhattan
40.70758,-74.011862,210,manhattan
40.706741,-74.013956,72,manhattan
40.707005,-74.013841,116,manhattan
40.707105,-74.013452,26,manhattan
40.707033,-74.013756,296,manhattan
40.704797,-74.016033,83,manhattan
40.703599,-74.013627,91,manhattan
40.703151,-74.014151,278,manhattan
40.703014,-74.01438,343,manhattan
40.704914,-74.016226,267,manhattan
40.705481,-74.015482,196,manhattan
40.704983,-74.012203,270,manhattan
40.704107,-74.013207,156,manhattan
40.705548,-74.011927,194,manhattan
40.706532,-74.01093,10,manhattan
40.705938,-74.011152,8,manhattan
40.706075,-74.010696,104,manhattan
40.707552,-74.012358,114,manhattan
40.707603,-74.011858,212,manhattan
40.706705,-74.014106,70,manhattan
40.707053,-74.013944,141,manhattan
40.707152,-74.013418,29,manhattan
40.70707,-74.013858,295,manhattan
40.704787,-74.016163,83,manhattan
40.703594,-74.013524,91,manhattan
40.703136,-74.014012,277,manhattan
40.702925,-74.014339,337,manhattan
40.704913,-74.016247,267,manhattan
40.705571,-74.015447,196,manhattan
40.704978,-74.012081,276,manhattan
40.704,-74.013206,172,manhattan
40.704071,-74.013162,127,manhattan
40.705533,-74.011931,186,manhattan
40.706638,-74.010878,200,manhattan
40.705821,-74.011164,357,manhattan
40.706052,-74.010597,109,manhattan
40.707591,-74.012471,112,manhattan
40.70769,-74.011786,212,manhattan
40.706687,-74.014169,66,manhattan
40.707094,-74.013974,169,manhattan
40.707238,-74.013353,29,manhattan
40.7071,-74.013923,308,manhattan
40.704782,-74.016226,84,manhattan
40.70359,-74.013414,92,manhattan
40.703124,-74.013847,273,manhattan
40.70284,-74.014285,330,manhattan
40.704913,-74.016362,276,manhattan
40.705661,-74.015414,196,manhattan
40.704965,-74.011961,279,manhattan
40.703951,-74.013201,172,manhattan
40.704059,-74.013027,83,manhattan
40.70541,-74.011954,184,manhattan
40.706689,-74.010859,203,manhattan
40.705712,-74.011071,287,manhattan
40.706025,-74.010482,93,manhattan
40.707629,-74.012594,112,manhattan
40.707738,-74.011747,212,manhattan
40.706621,-74.014318,44,manhattan
40.707132,-74.013979,184,manhattan
40.707314,-74.013298,27,manhattan
40.704774,-74.016364,86,manhattan
40.703588,-74.013284,88,manhattan
40.703121,-74.013762,274,manhattan
40.70276,-74.014218,324,manhattan
40.704877,-74.016453,6,manhattan
40.705751,-74.01538,197,manhattan
40.704954,-74.011843,270,manhattan
40.703859,-74.013189,172,manhattan
40.704064,-74.012914,87,manhattan
40.705367,-74.011962,191,manhattan
40.706725,-74.010851,191,manhattan
40.705658,-74.011047,351,manhattan
40.706002,-74.010368,123,manhattan
40.707667,-74.012709,114,manhattan
40.707885,-74.011628,213,manhattan
40.706551,-74.014389,27,manhattan
40.707244,-74.013953,197,manhattan
40.707417,-74.013229,27,manhattan
40.704771,-74.016431,86,manhattan
40.703589,-74.013185,86,manhattan
40.703116,-74.01366,274,manhattan
40.702687,-74.014143,320,manhattan
40.704849,-74.016539,263,manhattan
40.70493,-74.016424,294,manhattan
40.705842,-74.015346,195,manhattan
40.704954,-74.011715,279,manhattan
40.70377,-74.013178,172,manhattan
40.704064,-74.012777,89,manhattan
40.705262,-74.01199,195,manhattan
40.706812,-74.010831,184,manhattan
40.705573,-74.011042,341,manhattan
40.705954,-74.010254,154,manhattan
40.707704,-74.012821,111,manhattan
40.707912,-74.011605,213,manhattan
40.706471,-74.014437,21,manhattan
40.707326,-74.01392,196,manhattan
40.7075,-74.013172,27,manhattan
40.704764,-74.016646,89,manhattan
40.703584,-74.01315,171,manhattan
40.703113,-74.013547,273,manhattan
40.702651,-74.014103,319,manhattan
40.704841,-74.016642,265,manhattan
40.704959,-74.016472,314,manhattan
40.705934,-74.015315,194,manhattan
40.704986,-74.011604,247,manhattan
40.703679,-74.013166,172,manhattan
40.704064,-74.012649,88,manhattan
40.705171,-74.012049,198,manhattan
40.706892,-74.010818,189,manhattan
