40.734852,-73.990707,224,manhattan
40.734815,-73.990746,217,manhattan
40.734885,-73.990663,230,manhattan
40.7348,-73.99074,122,manhattan
40.734776,-73.99078,212,manhattan
40.734837,-73.990813,122,manhattan
40.734914,-73.990617,234,manhattan
40.734772,-73.990681,120,manhattan
40.734689,-73.990831,200,manhattan
40.734869,-73.990884,118,manhattan
40.734989,-73.990477,237,manhattan
40.734724,-73.990575,119,manhattan
40.734601,-73.99086,193,manhattan
40.734913,-73.990993,118,manhattan
40.735015,-73.990428,236,manhattan
40.734702,-73.990523,119,manhattan
40.734514,-73.990881,190,manhattan
40.734961,-73.991109,118,manhattan
40.735041,-73.990378,234,manhattan
40.734658,-73.990424,119,manhattan
40.734385,-73.990903,185,manhattan
40.734984,-73.991166,118,manhattan
40.735097,-73.990284,230,manhattan
40.734615,-73.990328,119,manhattan
40.734267,-73.99092,189,manhattan
40.735008,-73.991226,117,manhattan
40.735167,-73.990188,222,manhattan
40.734571,-73.990227,119,manhattan
40.734175,-73.990938,189,manhattan
40.735053,-73.991343,116,manhattan
40.735207,-73.990143,219,manhattan
40.734522,-73.990114,119,manhattan
40.734086,-73.990954,188,manhattan
40.735088,-73.991436,115,manhattan
40.735322,-73.990036,212,manhattan
40.734494,-73.990049,119,manhattan
40.733992,-73.990973,191,manhattan
40.735107,-73.991489,115,manhattan
40.735357,-73.990009,211,manhattan
40.734444,-73.989931,118,manhattan
40.734024,-73.99101,302,manhattan
40.733995,-73.990947,302,manhattan
40.733944,-73.990985,192,manhattan
40.73515,-73.991665,65,manhattan
40.735348,-73.989983,273,manhattan
40.73543,-73.989952,211,manhattan
40.734441,-73.989908,358,manhattan
40.734077,-73.991123,301,manhattan
40.733943,-73.990836,299,manhattan
40.733854,-73.991009,192,manhattan
40.735194,-73.991699,119,manhattan
40.735332,-73.989882,296,manhattan
40.735509,-73.989891,211,manhattan
40.734497,-73.98991,357,manhattan
40.734421,-73.989874,118,manhattan
40.73431,-73.989905,357,manhattan
40.734124,-73.991228,300,manhattan
40.733895,-73.99072,299,manhattan
40.733768,-73.991037,195,manhattan
40.735298,-73.991698,234,manhattan
